"","ARREST_DATE","CITY_COUNCIL_DISTRICT","Arrest.Count"
"7420",2019-01-30,"40",28
"7421",2019-01-30,"41",18
"7422",2019-01-30,"42",6
"7423",2019-01-30,"43",8
"7424",2019-01-30,"44",6
"7425",2019-01-30,"45",4
"7426",2019-01-30,"46",2
"7427",2019-01-30,"47",16
"7428",2019-01-30,"48",13
"7429",2019-01-30,"49",26
"7430",2019-01-30,"50",5
"7431",2019-01-31,"01",29
"7432",2019-01-31,"02",14
"7433",2019-01-31,"03",42
"7434",2019-01-31,"04",6
"7435",2019-01-31,"05",3
"7436",2019-01-31,"06",12
"7437",2019-01-31,"07",12
"7438",2019-01-31,"08",23
"7439",2019-01-31,"09",12
"7440",2019-01-31,"10",24
"7441",2019-01-31,"11",10
"7442",2019-01-31,"12",12
"7443",2019-01-31,"13",12
"7444",2019-01-31,"14",17
"7445",2019-01-31,"15",18
"7446",2019-01-31,"16",13
"7447",2019-01-31,"17",5
"7448",2019-01-31,"18",4
"7449",2019-01-31,"19",2
"7450",2019-01-31,"20",2
"7451",2019-01-31,"21",10
"7452",2019-01-31,"22",18
"7453",2019-01-31,"23",11
"7454",2019-01-31,"24",14
"7455",2019-01-31,"25",11
"7456",2019-01-31,"26",3
"7457",2019-01-31,"27",21
"7458",2019-01-31,"28",19
"7459",2019-01-31,"30",1
"7460",2019-01-31,"31",4
"7461",2019-01-31,"32",2
"7462",2019-01-31,"33",39
"7463",2019-01-31,"34",12
"7464",2019-01-31,"35",9
"7465",2019-01-31,"36",5
"7466",2019-01-31,"37",23
"7467",2019-01-31,"38",8
"7468",2019-01-31,"39",7
"7469",2019-01-31,"40",10
"7470",2019-01-31,"41",3
"7471",2019-01-31,"42",5
"7472",2019-01-31,"43",9
"7473",2019-01-31,"44",7
"7474",2019-01-31,"45",4
"7475",2019-01-31,"46",9
"7476",2019-01-31,"47",3
"7477",2019-01-31,"48",8
"7478",2019-01-31,"49",12
"7479",2019-01-31,"50",1
"7480",2019-02-01,"01",32
"7481",2019-02-01,"02",11
"7482",2019-02-01,"03",31
"7483",2019-02-01,"04",7
"7484",2019-02-01,"05",8
"7485",2019-02-01,"06",11
"7486",2019-02-01,"07",19
"7487",2019-02-01,"08",24
"7488",2019-02-01,"09",19
"7489",2019-02-01,"10",27
"7490",2019-02-01,"11",14
"7491",2019-02-01,"12",12
"7492",2019-02-01,"13",5
"7493",2019-02-01,"14",19
"7494",2019-02-01,"15",21
"7495",2019-02-01,"16",16
"7496",2019-02-01,"17",9
"7497",2019-02-01,"18",6
"7498",2019-02-01,"19",20
"7499",2019-02-01,"20",3
"7500",2019-02-01,"21",9
"7501",2019-02-01,"22",9
"7502",2019-02-01,"23",21
"7503",2019-02-01,"24",24
"7504",2019-02-01,"25",15
"7505",2019-02-01,"26",12
"7506",2019-02-01,"27",18
"7507",2019-02-01,"28",14
"7508",2019-02-01,"29",8
"7509",2019-02-01,"30",14
"7510",2019-02-01,"31",7
"7511",2019-02-01,"32",4
"7512",2019-02-01,"33",45
"7513",2019-02-01,"34",12
"7514",2019-02-01,"35",11
"7515",2019-02-01,"36",4
"7516",2019-02-01,"37",31
"7517",2019-02-01,"38",10
"7518",2019-02-01,"39",14
"7519",2019-02-01,"40",12
"7520",2019-02-01,"41",5
"7521",2019-02-01,"42",6
"7522",2019-02-01,"43",3
"7523",2019-02-01,"44",7
"7524",2019-02-01,"45",11
"7525",2019-02-01,"46",6
"7526",2019-02-01,"47",10
"7527",2019-02-01,"48",3
"7528",2019-02-01,"49",21
"7529",2019-02-01,"50",5
"7530",2019-02-02,"01",20
"7531",2019-02-02,"02",4
"7532",2019-02-02,"03",30
"7533",2019-02-02,"04",3
"7534",2019-02-02,"05",1
"7535",2019-02-02,"06",2
"7536",2019-02-02,"07",12
"7537",2019-02-02,"08",26
"7538",2019-02-02,"09",9
"7539",2019-02-02,"10",27
"7540",2019-02-02,"11",20
"7541",2019-02-02,"12",5
"7542",2019-02-02,"13",6
"7543",2019-02-02,"14",11
"7544",2019-02-02,"15",41
"7545",2019-02-02,"16",22
"7546",2019-02-02,"17",3
"7547",2019-02-02,"18",3
"7548",2019-02-02,"19",12
"7549",2019-02-02,"20",4
"7550",2019-02-02,"21",6
"7551",2019-02-02,"22",9
"7552",2019-02-02,"23",21
"7553",2019-02-02,"24",11
"7554",2019-02-02,"25",18
"7555",2019-02-02,"26",3
"7556",2019-02-02,"27",16
"7557",2019-02-02,"28",11
"7558",2019-02-02,"29",4
"7559",2019-02-02,"30",4
"7560",2019-02-02,"31",6
"7561",2019-02-02,"32",5
"7562",2019-02-02,"33",35
"7563",2019-02-02,"34",13
"7564",2019-02-02,"35",7
"7565",2019-02-02,"36",2
"7566",2019-02-02,"37",39
"7567",2019-02-02,"38",17
"7568",2019-02-02,"39",9
"7569",2019-02-02,"40",27
"7570",2019-02-02,"41",5
"7571",2019-02-02,"42",8
"7572",2019-02-02,"43",8
"7573",2019-02-02,"44",6
"7574",2019-02-02,"45",7
"7575",2019-02-02,"46",10
"7576",2019-02-02,"47",9
"7577",2019-02-02,"48",8
"7578",2019-02-02,"49",28
"7579",2019-02-02,"50",3
"7580",2019-02-03,"01",14
"7581",2019-02-03,"02",7
"7582",2019-02-03,"03",27
"7583",2019-02-03,"04",6
"7584",2019-02-03,"05",11
"7585",2019-02-03,"06",3
"7586",2019-02-03,"07",10
"7587",2019-02-03,"08",16
"7588",2019-02-03,"09",10
"7589",2019-02-03,"10",24
"7590",2019-02-03,"11",17
"7591",2019-02-03,"12",9
"7592",2019-02-03,"13",4
"7593",2019-02-03,"14",19
"7594",2019-02-03,"15",21
"7595",2019-02-03,"16",15
"7596",2019-02-03,"17",8
"7597",2019-02-03,"18",10
"7598",2019-02-03,"19",10
"7599",2019-02-03,"20",1
"7600",2019-02-03,"21",9
"7601",2019-02-03,"22",8
"7602",2019-02-03,"23",8
"7603",2019-02-03,"24",5
"7604",2019-02-03,"25",2
"7605",2019-02-03,"26",6
"7606",2019-02-03,"27",9
"7607",2019-02-03,"28",8
"7608",2019-02-03,"29",2
"7609",2019-02-03,"30",5
"7610",2019-02-03,"31",4
"7611",2019-02-03,"32",6
"7612",2019-02-03,"33",19
"7613",2019-02-03,"34",6
"7614",2019-02-03,"35",11
"7615",2019-02-03,"36",6
"7616",2019-02-03,"37",20
"7617",2019-02-03,"38",5
"7618",2019-02-03,"39",6
"7619",2019-02-03,"40",6
"7620",2019-02-03,"41",4
"7621",2019-02-03,"42",3
"7622",2019-02-03,"43",4
"7623",2019-02-03,"44",2
"7624",2019-02-03,"45",4
"7625",2019-02-03,"46",4
"7626",2019-02-03,"47",9
"7627",2019-02-03,"48",10
"7628",2019-02-03,"49",8
"7629",2019-02-03,"50",3
"7630",2019-02-04,"01",94
"7631",2019-02-04,"02",11
"7632",2019-02-04,"03",45
"7633",2019-02-04,"04",8
"7634",2019-02-04,"06",7
"7635",2019-02-04,"07",20
"7636",2019-02-04,"08",40
"7637",2019-02-04,"09",19
"7638",2019-02-04,"10",33
"7639",2019-02-04,"11",20
"7640",2019-02-04,"12",6
"7641",2019-02-04,"13",7
"7642",2019-02-04,"14",11
"7643",2019-02-04,"15",30
"7644",2019-02-04,"16",17
"7645",2019-02-04,"17",12
"7646",2019-02-04,"18",10
"7647",2019-02-04,"19",14
"7648",2019-02-04,"20",1
"7649",2019-02-04,"21",11
"7650",2019-02-04,"22",10
"7651",2019-02-04,"23",24
"7652",2019-02-04,"24",11
"7653",2019-02-04,"25",12
"7654",2019-02-04,"26",2
"7655",2019-02-04,"27",16
"7656",2019-02-04,"28",9
"7657",2019-02-04,"29",5
"7658",2019-02-04,"30",6
"7659",2019-02-04,"31",7
"7660",2019-02-04,"32",3
"7661",2019-02-04,"33",39
"7662",2019-02-04,"34",9
"7663",2019-02-04,"35",10
"7664",2019-02-04,"36",4
"7665",2019-02-04,"37",42
"7666",2019-02-04,"38",5
"7667",2019-02-04,"39",7
"7668",2019-02-04,"40",13
"7669",2019-02-04,"41",4
"7670",2019-02-04,"42",3
"7671",2019-02-04,"43",8
"7672",2019-02-04,"44",5
"7673",2019-02-04,"45",3
"7674",2019-02-04,"46",6
"7675",2019-02-04,"47",8
"7676",2019-02-04,"48",19
"7677",2019-02-04,"49",13
"7678",2019-02-04,"50",6
"7679",2019-02-05,"01",35
"7680",2019-02-05,"02",13
"7681",2019-02-05,"03",35
"7682",2019-02-05,"04",6
"7683",2019-02-05,"05",9
"7684",2019-02-05,"06",8
"7685",2019-02-05,"07",18
"7686",2019-02-05,"08",52
"7687",2019-02-05,"09",9
"7688",2019-02-05,"10",33
"7689",2019-02-05,"11",17
"7690",2019-02-05,"12",11
"7691",2019-02-05,"13",8
"7692",2019-02-05,"14",13
"7693",2019-02-05,"15",36
"7694",2019-02-05,"16",25
"7695",2019-02-05,"17",12
"7696",2019-02-05,"18",6
"7697",2019-02-05,"19",16
"7698",2019-02-05,"20",7
"7699",2019-02-05,"21",10
"7700",2019-02-05,"22",19
"7701",2019-02-05,"23",11
"7702",2019-02-05,"24",23
"7703",2019-02-05,"25",10
"7704",2019-02-05,"26",8
"7705",2019-02-05,"27",14
"7706",2019-02-05,"28",15
"7707",2019-02-05,"29",5
"7708",2019-02-05,"30",6
"7709",2019-02-05,"31",9
"7710",2019-02-05,"32",5
"7711",2019-02-05,"33",44
"7712",2019-02-05,"34",19
"7713",2019-02-05,"35",9
"7714",2019-02-05,"36",6
"7715",2019-02-05,"37",40
"7716",2019-02-05,"38",8
"7717",2019-02-05,"39",9
"7718",2019-02-05,"40",21
"7719",2019-02-05,"41",13
"7720",2019-02-05,"42",2
"7721",2019-02-05,"44",9
"7722",2019-02-05,"45",8
"7723",2019-02-05,"46",2
"7724",2019-02-05,"47",8
"7725",2019-02-05,"48",15
"7726",2019-02-05,"49",41
"7727",2019-02-05,"50",4
"7728",2019-02-06,"01",43
"7729",2019-02-06,"02",23
"7730",2019-02-06,"03",33
"7731",2019-02-06,"04",18
"7732",2019-02-06,"05",6
"7733",2019-02-06,"06",17
"7734",2019-02-06,"07",21
"7735",2019-02-06,"08",40
"7736",2019-02-06,"09",16
"7737",2019-02-06,"10",35
"7738",2019-02-06,"11",15
"7739",2019-02-06,"12",6
"7740",2019-02-06,"13",12
"7741",2019-02-06,"14",15
"7742",2019-02-06,"15",18
"7743",2019-02-06,"16",42
"7744",2019-02-06,"17",14
"7745",2019-02-06,"18",8
"7746",2019-02-06,"19",8
"7747",2019-02-06,"20",4
"7748",2019-02-06,"21",10
"7749",2019-02-06,"22",14
"7750",2019-02-06,"23",14
"7751",2019-02-06,"24",21
"7752",2019-02-06,"25",24
"7753",2019-02-06,"26",2
"7754",2019-02-06,"27",18
"7755",2019-02-06,"28",11
"7756",2019-02-06,"29",3
"7757",2019-02-06,"30",5
"7758",2019-02-06,"31",4
"7759",2019-02-06,"32",1
"7760",2019-02-06,"33",39
"7761",2019-02-06,"34",15
"7762",2019-02-06,"35",12
"7763",2019-02-06,"36",2
"7764",2019-02-06,"37",39
"7765",2019-02-06,"38",9
"7766",2019-02-06,"39",10
"7767",2019-02-06,"40",20
"7768",2019-02-06,"41",6
"7769",2019-02-06,"42",9
"7770",2019-02-06,"43",10
"7771",2019-02-06,"44",4
"7772",2019-02-06,"45",5
"7773",2019-02-06,"46",8
"7774",2019-02-06,"47",5
"7775",2019-02-06,"48",10
"7776",2019-02-06,"49",31
"7777",2019-02-06,"50",8
"7778",2019-02-07,"01",34
"7779",2019-02-07,"02",16
"7780",2019-02-07,"03",43
"7781",2019-02-07,"04",6
"7782",2019-02-07,"05",16
"7783",2019-02-07,"06",7
"7784",2019-02-07,"07",11
"7785",2019-02-07,"08",66
"7786",2019-02-07,"09",18
"7787",2019-02-07,"10",23
"7788",2019-02-07,"11",14
"7789",2019-02-07,"12",6
"7790",2019-02-07,"13",13
"7791",2019-02-07,"14",19
"7792",2019-02-07,"15",16
"7793",2019-02-07,"16",19
"7794",2019-02-07,"17",16
"7795",2019-02-07,"18",10
"7796",2019-02-07,"19",10
"7797",2019-02-07,"20",9
"7798",2019-02-07,"21",16
"7799",2019-02-07,"22",11
"7800",2019-02-07,"23",10
"7801",2019-02-07,"24",28
"7802",2019-02-07,"25",15
"7803",2019-02-07,"26",9
"7804",2019-02-07,"27",19
"7805",2019-02-07,"28",13
"7806",2019-02-07,"29",7
"7807",2019-02-07,"30",8
"7808",2019-02-07,"31",6
"7809",2019-02-07,"32",8
"7810",2019-02-07,"33",47
"7811",2019-02-07,"34",7
"7812",2019-02-07,"35",9
"7813",2019-02-07,"36",4
"7814",2019-02-07,"37",42
"7815",2019-02-07,"38",8
"7816",2019-02-07,"39",12
"7817",2019-02-07,"40",20
"7818",2019-02-07,"41",8
"7819",2019-02-07,"42",2
"7820",2019-02-07,"43",5
"7821",2019-02-07,"44",8
"7822",2019-02-07,"45",4
"7823",2019-02-07,"46",4
"7824",2019-02-07,"47",10
"7825",2019-02-07,"48",13
"7826",2019-02-07,"49",22
"7827",2019-02-07,"50",8
"7828",2019-02-08,"01",32
"7829",2019-02-08,"02",18
"7830",2019-02-08,"03",35
"7831",2019-02-08,"04",7
"7832",2019-02-08,"05",5
"7833",2019-02-08,"06",6
"7834",2019-02-08,"07",18
"7835",2019-02-08,"08",37
"7836",2019-02-08,"09",16
"7837",2019-02-08,"10",21
"7838",2019-02-08,"11",16
"7839",2019-02-08,"12",8
"7840",2019-02-08,"13",11
"7841",2019-02-08,"14",20
"7842",2019-02-08,"15",21
"7843",2019-02-08,"16",25
"7844",2019-02-08,"17",8
"7845",2019-02-08,"18",11
"7846",2019-02-08,"19",8
"7847",2019-02-08,"20",1
"7848",2019-02-08,"21",6
"7849",2019-02-08,"22",8
"7850",2019-02-08,"23",17
"7851",2019-02-08,"24",16
"7852",2019-02-08,"25",13
"7853",2019-02-08,"26",6
"7854",2019-02-08,"27",13
"7855",2019-02-08,"28",18
"7856",2019-02-08,"29",6
"7857",2019-02-08,"30",9
"7858",2019-02-08,"31",5
"7859",2019-02-08,"32",2
"7860",2019-02-08,"33",37
"7861",2019-02-08,"34",10
"7862",2019-02-08,"35",9
"7863",2019-02-08,"36",3
"7864",2019-02-08,"37",48
"7865",2019-02-08,"38",17
"7866",2019-02-08,"39",8
"7867",2019-02-08,"40",15
"7868",2019-02-08,"41",10
"7869",2019-02-08,"42",5
"7870",2019-02-08,"43",13
"7871",2019-02-08,"44",4
"7872",2019-02-08,"45",8
"7873",2019-02-08,"46",3
"7874",2019-02-08,"47",9
"7875",2019-02-08,"48",10
"7876",2019-02-08,"49",39
"7877",2019-02-08,"50",4
"7878",2019-02-09,"01",19
"7879",2019-02-09,"02",15
"7880",2019-02-09,"03",32
"7881",2019-02-09,"04",10
"7882",2019-02-09,"05",15
"7883",2019-02-09,"06",11
"7884",2019-02-09,"07",13
"7885",2019-02-09,"08",37
"7886",2019-02-09,"09",20
"7887",2019-02-09,"10",24
"7888",2019-02-09,"11",12
"7889",2019-02-09,"12",5
"7890",2019-02-09,"13",15
"7891",2019-02-09,"14",25
"7892",2019-02-09,"15",24
"7893",2019-02-09,"16",13
"7894",2019-02-09,"17",6
"7895",2019-02-09,"18",9
"7896",2019-02-09,"19",11
"7897",2019-02-09,"20",5
"7898",2019-02-09,"21",12
"7899",2019-02-09,"22",6
"7900",2019-02-09,"23",11
"7901",2019-02-09,"24",14
"7902",2019-02-09,"25",7
"7903",2019-02-09,"26",4
"7904",2019-02-09,"27",19
"7905",2019-02-09,"28",11
"7906",2019-02-09,"29",3
"7907",2019-02-09,"30",3
"7908",2019-02-09,"31",1
"7909",2019-02-09,"32",3
"7910",2019-02-09,"33",29
"7911",2019-02-09,"34",6
"7912",2019-02-09,"35",11
"7913",2019-02-09,"36",7
"7914",2019-02-09,"37",34
"7915",2019-02-09,"38",14
"7916",2019-02-09,"39",13
"7917",2019-02-09,"40",13
"7918",2019-02-09,"41",6
"7919",2019-02-09,"42",6
"7920",2019-02-09,"43",7
"7921",2019-02-09,"44",5
"7922",2019-02-09,"45",8
"7923",2019-02-09,"46",6
"7924",2019-02-09,"47",5
"7925",2019-02-09,"48",5
"7926",2019-02-09,"49",27
"7927",2019-02-09,"50",10
"7928",2019-02-10,"01",12
"7929",2019-02-10,"02",7
"7930",2019-02-10,"03",23
"7931",2019-02-10,"04",8
"7932",2019-02-10,"05",6
"7933",2019-02-10,"06",4
"7934",2019-02-10,"07",9
"7935",2019-02-10,"08",21
"7936",2019-02-10,"09",7
"7937",2019-02-10,"10",19
"7938",2019-02-10,"11",10
"7939",2019-02-10,"12",11
"7940",2019-02-10,"13",6
"7941",2019-02-10,"14",13
"7942",2019-02-10,"15",12
"7943",2019-02-10,"16",14
"7944",2019-02-10,"17",6
"7945",2019-02-10,"18",5
"7946",2019-02-10,"19",6
"7947",2019-02-10,"20",1
"7948",2019-02-10,"21",14
"7949",2019-02-10,"22",5
"7950",2019-02-10,"23",8
"7951",2019-02-10,"24",9
"7952",2019-02-10,"25",16
"7953",2019-02-10,"26",7
"7954",2019-02-10,"27",21
"7955",2019-02-10,"28",14
"7956",2019-02-10,"29",6
"7957",2019-02-10,"30",4
"7958",2019-02-10,"31",6
"7959",2019-02-10,"32",5
"7960",2019-02-10,"33",11
"7961",2019-02-10,"34",9
"7962",2019-02-10,"35",2
"7963",2019-02-10,"36",5
"7964",2019-02-10,"37",33
"7965",2019-02-10,"38",6
"7966",2019-02-10,"39",4
"7967",2019-02-10,"40",9
"7968",2019-02-10,"41",5
"7969",2019-02-10,"42",6
"7970",2019-02-10,"43",7
"7971",2019-02-10,"44",7
"7972",2019-02-10,"45",5
"7973",2019-02-10,"46",5
"7974",2019-02-10,"47",3
"7975",2019-02-10,"48",11
"7976",2019-02-10,"49",15
"7977",2019-02-10,"50",5
"7978",2019-02-11,"01",33
"7979",2019-02-11,"02",11
"7980",2019-02-11,"03",32
"7981",2019-02-11,"04",8
"7982",2019-02-11,"05",5
"7983",2019-02-11,"06",4
"7984",2019-02-11,"07",14
"7985",2019-02-11,"08",25
"7986",2019-02-11,"09",15
"7987",2019-02-11,"10",23
"7988",2019-02-11,"11",19
"7989",2019-02-11,"12",6
"7990",2019-02-11,"13",16
"7991",2019-02-11,"14",15
"7992",2019-02-11,"15",27
"7993",2019-02-11,"16",17
"7994",2019-02-11,"17",8
"7995",2019-02-11,"18",10
"7996",2019-02-11,"19",7
"7997",2019-02-11,"20",6
"7998",2019-02-11,"21",4
"7999",2019-02-11,"22",7
"8000",2019-02-11,"23",18
"8001",2019-02-11,"24",14
"8002",2019-02-11,"25",4
"8003",2019-02-11,"26",7
"8004",2019-02-11,"27",12
"8005",2019-02-11,"28",10
"8006",2019-02-11,"29",3
"8007",2019-02-11,"30",5
"8008",2019-02-11,"31",7
"8009",2019-02-11,"32",3
"8010",2019-02-11,"33",32
"8011",2019-02-11,"34",6
"8012",2019-02-11,"35",1
"8013",2019-02-11,"36",8
"8014",2019-02-11,"37",23
"8015",2019-02-11,"38",7
"8016",2019-02-11,"39",6
"8017",2019-02-11,"40",13
"8018",2019-02-11,"41",2
"8019",2019-02-11,"42",5
"8020",2019-02-11,"43",6
"8021",2019-02-11,"44",3
"8022",2019-02-11,"45",4
"8023",2019-02-11,"46",3
"8024",2019-02-11,"47",13
"8025",2019-02-11,"48",10
"8026",2019-02-11,"49",14
"8027",2019-02-11,"50",7
"8028",2019-02-12,"01",37
"8029",2019-02-12,"02",15
"8030",2019-02-12,"03",43
"8031",2019-02-12,"04",3
"8032",2019-02-12,"05",10
"8033",2019-02-12,"06",11
"8034",2019-02-12,"07",17
"8035",2019-02-12,"08",27
"8036",2019-02-12,"09",13
"8037",2019-02-12,"10",22
"8038",2019-02-12,"11",10
"8039",2019-02-12,"12",3
"8040",2019-02-12,"13",13
"8041",2019-02-12,"14",7
"8042",2019-02-12,"15",12
"8043",2019-02-12,"16",20
"8044",2019-02-12,"17",8
"8045",2019-02-12,"18",4
"8046",2019-02-12,"19",11
"8047",2019-02-12,"20",2
"8048",2019-02-12,"21",4
"8049",2019-02-12,"22",9
"8050",2019-02-12,"23",17
"8051",2019-02-12,"24",8
"8052",2019-02-12,"25",11
"8053",2019-02-12,"26",7
"8054",2019-02-12,"27",20
"8055",2019-02-12,"28",12
"8056",2019-02-12,"29",2
"8057",2019-02-12,"30",2
"8058",2019-02-12,"31",7
"8059",2019-02-12,"32",1
"8060",2019-02-12,"33",37
"8061",2019-02-12,"34",11
"8062",2019-02-12,"35",9
"8063",2019-02-12,"36",11
"8064",2019-02-12,"37",27
"8065",2019-02-12,"38",11
"8066",2019-02-12,"39",6
"8067",2019-02-12,"40",15
"8068",2019-02-12,"41",6
"8069",2019-02-12,"42",4
"8070",2019-02-12,"43",6
"8071",2019-02-12,"44",2
"8072",2019-02-12,"45",1
"8073",2019-02-12,"46",1
"8074",2019-02-12,"47",2
"8075",2019-02-12,"48",8
"8076",2019-02-12,"49",14
"8077",2019-02-12,"50",2
"8078",2019-02-13,"01",51
"8079",2019-02-13,"02",13
"8080",2019-02-13,"03",42
"8081",2019-02-13,"04",10
"8082",2019-02-13,"05",12
"8083",2019-02-13,"06",7
"8084",2019-02-13,"07",21
"8085",2019-02-13,"08",47
"8086",2019-02-13,"09",19
"8087",2019-02-13,"10",27
"8088",2019-02-13,"11",10
"8089",2019-02-13,"12",17
"8090",2019-02-13,"13",13
"8091",2019-02-13,"14",11
"8092",2019-02-13,"15",30
"8093",2019-02-13,"16",31
"8094",2019-02-13,"17",18
"8095",2019-02-13,"18",12
"8096",2019-02-13,"19",10
"8097",2019-02-13,"20",1
"8098",2019-02-13,"21",10
"8099",2019-02-13,"22",4
"8100",2019-02-13,"23",14
"8101",2019-02-13,"24",11
"8102",2019-02-13,"25",22
"8103",2019-02-13,"26",8
"8104",2019-02-13,"27",15
"8105",2019-02-13,"28",9
"8106",2019-02-13,"29",5
"8107",2019-02-13,"30",8
"8108",2019-02-13,"31",5
"8109",2019-02-13,"32",6
"8110",2019-02-13,"33",34
"8111",2019-02-13,"34",3
"8112",2019-02-13,"35",9
"8113",2019-02-13,"36",3
"8114",2019-02-13,"37",28
"8115",2019-02-13,"38",9
"8116",2019-02-13,"39",11
"8117",2019-02-13,"40",21
"8118",2019-02-13,"41",5
"8119",2019-02-13,"42",7
"8120",2019-02-13,"43",16
"8121",2019-02-13,"44",3
"8122",2019-02-13,"45",3
"8123",2019-02-13,"46",30
"8124",2019-02-13,"47",5
"8125",2019-02-13,"48",5
"8126",2019-02-13,"49",20
"8127",2019-02-13,"50",4
"8128",2019-02-14,"01",44
"8129",2019-02-14,"02",19
"8130",2019-02-14,"03",40
"8131",2019-02-14,"04",10
"8132",2019-02-14,"05",15
"8133",2019-02-14,"06",13
"8134",2019-02-14,"07",27
"8135",2019-02-14,"08",39
"8136",2019-02-14,"09",12
"8137",2019-02-14,"10",27
"8138",2019-02-14,"11",11
"8139",2019-02-14,"12",6
"8140",2019-02-14,"13",10
"8141",2019-02-14,"14",18
"8142",2019-02-14,"15",25
"8143",2019-02-14,"16",18
"8144",2019-02-14,"17",11
"8145",2019-02-14,"18",4
"8146",2019-02-14,"19",4
"8147",2019-02-14,"20",1
"8148",2019-02-14,"21",7
"8149",2019-02-14,"22",11
"8150",2019-02-14,"23",18
"8151",2019-02-14,"24",6
"8152",2019-02-14,"25",11
"8153",2019-02-14,"26",6
"8154",2019-02-14,"27",12
"8155",2019-02-14,"28",12
"8156",2019-02-14,"29",8
"8157",2019-02-14,"30",10
"8158",2019-02-14,"31",7
"8159",2019-02-14,"32",3
"8160",2019-02-14,"33",38
"8161",2019-02-14,"34",7
"8162",2019-02-14,"35",11
"8163",2019-02-14,"36",4
"8164",2019-02-14,"37",43
"8165",2019-02-14,"38",9
"8166",2019-02-14,"39",18
"8167",2019-02-14,"40",10
"8168",2019-02-14,"41",5
"8169",2019-02-14,"42",1
"8170",2019-02-14,"43",14
"8171",2019-02-14,"44",3
"8172",2019-02-14,"45",4
"8173",2019-02-14,"46",6
"8174",2019-02-14,"47",14
"8175",2019-02-14,"48",14
"8176",2019-02-14,"49",16
"8177",2019-02-14,"50",9
"8178",2019-02-15,"01",33
"8179",2019-02-15,"02",20
"8180",2019-02-15,"03",35
"8181",2019-02-15,"04",12
"8182",2019-02-15,"05",5
"8183",2019-02-15,"06",36
"8184",2019-02-15,"07",12
"8185",2019-02-15,"08",37
"8186",2019-02-15,"09",15
"8187",2019-02-15,"10",30
"8188",2019-02-15,"11",11
"8189",2019-02-15,"12",6
"8190",2019-02-15,"13",18
"8191",2019-02-15,"14",10
"8192",2019-02-15,"15",24
"8193",2019-02-15,"16",31
"8194",2019-02-15,"17",9
"8195",2019-02-15,"18",7
"8196",2019-02-15,"19",13
"8197",2019-02-15,"20",2
"8198",2019-02-15,"21",6
"8199",2019-02-15,"22",8
"8200",2019-02-15,"23",18
"8201",2019-02-15,"24",8
"8202",2019-02-15,"25",12
"8203",2019-02-15,"26",8
"8204",2019-02-15,"27",16
"8205",2019-02-15,"28",15
"8206",2019-02-15,"29",6
"8207",2019-02-15,"30",8
"8208",2019-02-15,"31",2
"8209",2019-02-15,"32",6
"8210",2019-02-15,"33",61
"8211",2019-02-15,"34",14
"8212",2019-02-15,"35",9
"8213",2019-02-15,"36",6
"8214",2019-02-15,"37",30
"8215",2019-02-15,"38",9
"8216",2019-02-15,"39",6
"8217",2019-02-15,"40",22
"8218",2019-02-15,"41",10
"8219",2019-02-15,"42",4
"8220",2019-02-15,"43",7
"8221",2019-02-15,"44",7
"8222",2019-02-15,"45",2
"8223",2019-02-15,"46",7
"8224",2019-02-15,"47",19
"8225",2019-02-15,"48",8
"8226",2019-02-15,"49",17
"8227",2019-02-15,"50",7
"8228",2019-02-16,"01",28
"8229",2019-02-16,"02",5
"8230",2019-02-16,"03",21
"8231",2019-02-16,"04",8
"8232",2019-02-16,"05",15
"8233",2019-02-16,"06",4
"8234",2019-02-16,"07",13
"8235",2019-02-16,"08",38
"8236",2019-02-16,"09",14
"8237",2019-02-16,"10",36
"8238",2019-02-16,"11",22
"8239",2019-02-16,"12",10
"8240",2019-02-16,"13",8
"8241",2019-02-16,"14",10
"8242",2019-02-16,"15",25
"8243",2019-02-16,"16",26
"8244",2019-02-16,"17",12
"8245",2019-02-16,"18",6
"8246",2019-02-16,"19",24
"8247",2019-02-16,"20",2
"8248",2019-02-16,"21",13
"8249",2019-02-16,"22",17
"8250",2019-02-16,"23",17
"8251",2019-02-16,"24",14
"8252",2019-02-16,"25",24
"8253",2019-02-16,"26",6
"8254",2019-02-16,"27",11
"8255",2019-02-16,"28",10
"8256",2019-02-16,"29",4
"8257",2019-02-16,"30",11
"8258",2019-02-16,"31",4
"8259",2019-02-16,"32",2
"8260",2019-02-16,"33",31
"8261",2019-02-16,"34",9
"8262",2019-02-16,"35",7
"8263",2019-02-16,"36",8
"8264",2019-02-16,"37",31
"8265",2019-02-16,"38",11
"8266",2019-02-16,"39",12
"8267",2019-02-16,"40",6
"8268",2019-02-16,"41",11
"8269",2019-02-16,"42",5
"8270",2019-02-16,"43",10
"8271",2019-02-16,"44",3
"8272",2019-02-16,"45",3
"8273",2019-02-16,"46",4
"8274",2019-02-16,"47",10
"8275",2019-02-16,"48",9
"8276",2019-02-16,"49",20
"8277",2019-02-16,"50",4
"8278",2019-02-17,"01",22
"8279",2019-02-17,"02",12
"8280",2019-02-17,"03",19
"8281",2019-02-17,"04",4
"8282",2019-02-17,"05",6
"8283",2019-02-17,"06",2
"8284",2019-02-17,"07",14
"8285",2019-02-17,"08",21
"8286",2019-02-17,"09",5
"8287",2019-02-17,"10",21
"8288",2019-02-17,"11",11
"8289",2019-02-17,"12",5
"8290",2019-02-17,"13",17
"8291",2019-02-17,"14",23
