"","ARREST_DATE","cd_id","Arrest.Count","borough_id","borough_cd_id"
"1",2018-09-03,"01",23,"1",101
"2",2018-09-03,"02",5,"1",102
"3",2018-09-03,"03",19,"1",103
"4",2018-09-03,"04",5,"1",104
"5",2018-09-03,"05",3,"1",105
"6",2018-09-03,"06",6,"1",106
"7",2018-09-03,"07",16,"1",107
"8",2018-09-03,"08",22,"1",108
"9",2018-09-03,"09",11,"1",109
"10",2018-09-03,"10",27,"1",110
"11",2018-09-03,"11",9,"2",211
"12",2018-09-03,"12",4,"2",212
"13",2018-09-03,"13",14,"2",213
"14",2018-09-03,"14",13,"2",214
"15",2018-09-03,"15",26,"2",215
"16",2018-09-03,"16",12,"2",216
"17",2018-09-03,"17",6,"2",217
"18",2018-09-03,"18",3,"2",218
"19",2018-09-03,"19",9,"4",419
"20",2018-09-03,"21",12,"4",421
"21",2018-09-03,"22",7,"1",122
"22",2018-09-03,"23",5,"4",423
"23",2018-09-03,"24",4,"4",424
"24",2018-09-03,"25",16,"4",425
"25",2018-09-03,"26",2,"4",426
"26",2018-09-03,"27",15,"4",427
"27",2018-09-03,"28",14,"4",428
"28",2018-09-03,"29",6,"4",429
"29",2018-09-03,"30",2,"4",430
"30",2018-09-03,"31",5,"4",431
"31",2018-09-03,"32",1,"4",432
"32",2018-09-03,"33",23,"3",333
"33",2018-09-03,"34",2,"3",334
"34",2018-09-03,"35",19,"3",335
"35",2018-09-03,"36",3,"3",336
"36",2018-09-03,"37",33,"3",337
"37",2018-09-03,"38",5,"3",338
"38",2018-09-03,"39",2,"3",339
"39",2018-09-03,"40",25,"3",340
"40",2018-09-03,"41",8,"3",341
"41",2018-09-03,"42",3,"3",342
"42",2018-09-03,"43",1,"1",143
"43",2018-09-03,"44",1,"3",344
"44",2018-09-03,"45",3,"3",345
"45",2018-09-03,"46",2,"3",346
"46",2018-09-03,"47",13,"3",347
"47",2018-09-03,"48",5,"3",348
"48",2018-09-03,"49",20,"5",549
"49",2018-09-03,"50",6,"5",550
"50",2018-09-04,"01",31,"1",101
"51",2018-09-04,"02",14,"1",102
"52",2018-09-04,"03",36,"1",103
"53",2018-09-04,"04",8,"1",104
"54",2018-09-04,"05",5,"1",105
"55",2018-09-04,"06",9,"1",106
"56",2018-09-04,"07",12,"1",107
"57",2018-09-04,"08",37,"1",108
"58",2018-09-04,"09",12,"1",109
"59",2018-09-04,"10",18,"1",110
"60",2018-09-04,"11",17,"2",211
"61",2018-09-04,"12",5,"2",212
"62",2018-09-04,"13",15,"2",213
"63",2018-09-04,"14",16,"2",214
"64",2018-09-04,"15",29,"2",215
"65",2018-09-04,"16",29,"2",216
"66",2018-09-04,"17",2,"2",217
"67",2018-09-04,"18",5,"2",218
"68",2018-09-04,"19",7,"4",419
"69",2018-09-04,"20",4,"4",420
"70",2018-09-04,"21",11,"4",421
"71",2018-09-04,"22",25,"1",122
"72",2018-09-04,"23",13,"4",423
"73",2018-09-04,"24",13,"4",424
"74",2018-09-04,"25",21,"4",425
"75",2018-09-04,"26",8,"4",426
"76",2018-09-04,"27",24,"4",427
"77",2018-09-04,"28",20,"4",428
"78",2018-09-04,"29",3,"4",429
"79",2018-09-04,"30",4,"4",430
"80",2018-09-04,"31",5,"4",431
"81",2018-09-04,"32",2,"4",432
"82",2018-09-04,"33",29,"3",333
"83",2018-09-04,"34",10,"3",334
"84",2018-09-04,"35",9,"3",335
"85",2018-09-04,"36",5,"3",336
"86",2018-09-04,"37",38,"3",337
"87",2018-09-04,"38",8,"3",338
"88",2018-09-04,"39",11,"3",339
"89",2018-09-04,"40",10,"3",340
"90",2018-09-04,"41",9,"3",341
"91",2018-09-04,"42",8,"3",342
"92",2018-09-04,"43",3,"1",143
"93",2018-09-04,"44",6,"3",344
"94",2018-09-04,"45",10,"3",345
"95",2018-09-04,"46",6,"3",346
"96",2018-09-04,"47",8,"3",347
"97",2018-09-04,"48",5,"3",348
"98",2018-09-04,"49",20,"5",549
"99",2018-09-04,"50",5,"5",550
"100",2018-09-05,"01",43,"1",101
"101",2018-09-05,"02",9,"1",102
"102",2018-09-05,"03",46,"1",103
"103",2018-09-05,"04",8,"1",104
"104",2018-09-05,"05",12,"1",105
"105",2018-09-05,"06",7,"1",106
"106",2018-09-05,"07",15,"1",107
"107",2018-09-05,"08",31,"1",108
"108",2018-09-05,"09",7,"1",109
"109",2018-09-05,"10",21,"1",110
"110",2018-09-05,"11",15,"2",211
"111",2018-09-05,"12",7,"2",212
"112",2018-09-05,"13",16,"2",213
"113",2018-09-05,"14",17,"2",214
